Lp.	MatID	xTime	xLoc	EnThick	ExThick	EnTens	ExTens	RollForce	FSlip	Daiameter	Rolled length for Work Rolls [m]	youngModulus	Backup roll dia.	Rolled length for Backup rolls	mu	torque	averageSigma	inputError	LubWFlUp	LubWFlLo	LubOilFlUp	LubOilFlLo	Work roll speed	
274	1939351	56.56	231.352	11.9767	8.3368	0.481	16.422	1452.43	8.7	796.36298	4103	216000	1501.276	1003729	0	0	0	100	2375.986	2290.798	0.339	0.339	4.352	 
275	1939351	56.77	232.268	11.9868	8.3268	0.44	16.458	1450.74	8.8	796.36298	4103	216000	1501.276	1003729	0	0	0	100	2384.613	2297.794	0.339	0.339	4.351	 
276	1939351	56.98	233.184	12.0036	8.2813	4.615	16.865	1411.4	8.2	796.36298	4103	216000	1501.276	1003729	0.261122207	44369.68974	197.4165951	100	2394.58	2305.426	0.339	0.339	4.356	 
277	1939351	57.176	234.103	12.0033	8.2595	11.918	15.839	1386.55	8	796.36298	4103	216000	1501.276	1003729	0.274347349	47234.35705	193.3474787	100	2401.68	2304.144	0.339	0.339	4.374	 
278	1939351	57.4	235.096	12.0235	8.2232	10.109	13.236	1356.49	8.2	796.36298	4103	216000	1501.276	1003729	0.288560534	46613.46536	182.4367251	100	2393.321	2295.786	0.339	0.339	4.386	 
279	1939351	57.596	236.021	12.0007	8.2297	2.489	8.747	1376.81	8.4	796.36298	4103	216000	1501.276	1003729	0.301224413	45058.32558	177.697667	100	2376.404	2287.331	0.339	0.339	4.403	 
280	1939351	57.806	236.945	11.9551	8.2136	0.433	6.108	1352.76	8.3	796.36298	4103	216000	1501.276	1003729	0.290771427	43976.61349	175.8973232	100	2349.95	2281.053	0.339	0.339	4.375	 
281	1939351	58.016	237.937	11.9203	8.2348	0.082	7.167	1374.76	8.4	796.36298	4103	216000	1501.276	1003729	0.322891716	43861.5149	174.2979715	100	2324.43	2276.899	0.339	0.339	4.37	 
282	1939351	58.212	238.856	11.9056	8.2591	0.014	8.943	1389.79	8.6	796.36298	4103	216000	1501.276	1003729	0	0	0	100	2311.596	2273.689	0.339	0.339	4.364	 
283	1939351	58.422	239.845	11.8889	8.261	0.003	11.261	1395.56	8.3	796.36298	4103	216000	1501.276	1003729	0.293222183	42877.76817	185.8125864	100	2313.062	2267.788	0.339	0.339	4.344	 
284	1939351	58.646	240.752	11.8937	8.2078	0	15.672	1342.14	8.4	796.36298	4103	216000	1501.276	1003729	0.263224239	40281.80439	185.8063358	100	2320.537	2259.77	0.339	0.339	4.274	 
285	1939351	58.842	241.649	11.8984	8.1783	0	17.62	1339.29	8.4	796.36298	4103	216000	1501.276	1003729	0.247149521	39853.20125	189.1577759	100	2327.204	2259.758	0.339	0.339	4.248	 
286	1939351	59.052	242.543	11.8809	8.2069	0	14.53	1361.9	8.6	796.36298	4103	216000	1501.276	1003729	0.306287542	41167.81711	178.1867798	100	2332.31	2269.373	0.339	0.339	4.246	 
287	1939351	59.262	243.437	11.8945	7.7511	0	4.6	1187.45	7.6	796.36298	4103	216000	1501.276	1003729	0.183437444	41814.96944	170.6453383	100	2346.739	2279.134	0.339	0.339	4.265	 
